Kode Produk,Barcode,Nama Produk,Kategori,Vendor,PIC,Satuan,UOM DC,UOM Store,Konversi Store
LB5049,,GLOW & LOVELY CREAM 7.5GR,Kebutuhan,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB5117,,GLOW & LOVELY FACIAL FOAM 8GR,Kebutuhan,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB0420,,GO NAGET IKAN KAKI NAGA 500gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4977,8997019860539,GO OTAK-OTAK 500GR,Frozen food,CHEKER TATUL,PRASETYO PAMBUDI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0823,,GO SOSIS IKAN GULUNG MIE 500gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3059,,GOLD BULLION FRYMASTA 15kg,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 1.00 BOX,1
LB1973,8998866202893,GOLDA COFFE CAPUCINO 200ML,Minuman,PT INTI NIAGA PRANASARI BJN,ADITYA,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB0159,8998866201841,GOLDA COFFE DOLCA LATTE,Minuman,PT INTI NIAGA PRANASARI BJN,ADITYA,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB3195,,GOLDEN BROWN PERISA PANDAN PASTA 100ml,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3187,,GOLDEN BROWN PERISA RED VELVET DAN PEWARNA 100ml,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB3186,,GOLDEN BROWN PERISA TALAS PASTA 100ml,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0160,,GOOD DAY AVOCADO,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB7975,,GOOD DAY CAPPUCCINO 250GR,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB0161,8991002121010,GOOD DAY FANTASTIC MOCACINO,Minuman,PT FASTRATA BUANA,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0162,8991002121089,GOOD DAY ORIGINAL CAPUCINO,Minuman,PT FASTRATA BUANA,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0163,,GOOD DAY TIRAMISU,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB8151,,GORIORIO VANILLA,Snack,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PACK,12
LB4688,8992806163435,GOSOKAN SERABUT SCOTCH BRITE,Kebutuhan,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB0064,,GULA HALUS ROSEBRAND 500gr,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB3373,,GULA KRISTAL PUTIH BUNGA TEBU 1 KG,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 20.00 PCS,20
LB0298,8990007770001,GULA KRISTAL PUTIH KTM 1KG,Sembako,PT SUBUR MITRA SUKSES,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB2296,8997013630015,GULA KRISTAL PUTIH PSM 1KG,Sembako,SAKTI SETIA SENTOSA,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB2214,58590966,GULA PASIR 1 KG PACK,Sembako,GUNUNG MAS,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 15.00 PCS,15
LB1778,5701778,GULA PASIR CURAH,Sembako,GUNUNG MAS,MOHAMMAD AMINUDIN,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB0722,,GULA PASIR KEBON AGUNG,Sembako,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 PCS,1
LB4763,,GULA PASIR KTM 500gr,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 22.00 PCS,22
LB7833,,GULA PASIR PACK,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 15.00 PCS,15
LB0373,,GULA PASIR PROMO,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 15.00 PCS,15
LB1086,8993093665480,GULA PASIR ROSEBRAND HIJAU 1KG,Sembako,PT. SUNGAI BUDI,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB1143,8993093665497,GULA PASIR ROSEBRAND KUNING 1KG,Sembako,PT. SUNGAI BUDI,MOHAMMAD AMINUDIN,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB1249,8991663000310,GUNTING,Oprasional,DC PACKAGING,M ROISUL ANAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4618,,GUNTING KUKU 777 SILVER,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 10.00 PCS,10
LB4617,,GUNTING KUKU KECIL LADYPOP,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB4600,,GUNTING RENTENG PACMAN,Kebutuhan,,,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 12.00 PCS,12
LB7634,,HAAN CAKE MIX BROWNIS,MATERIAL PRODUKSI,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1000.00 GRAM,1000
LB4805,,HANSAPLAST KAIN ELASTIS,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 100.00 PCS,100
LB0949,,HAPPY COW CUP,Konsinyasi,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 18.00 PCS,18
LB0962,,HAPPY COW RAINBOW,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 30.00 PCS,30
LB0164,,HAPPY NAPPY SMART PANTS L,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0165,,HAPPY NAPPY SMART PANTS M,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0136,,HAPPY NAPPY SMART PANTS S,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0155,,HAPPY NAPPY SMART PANTS XL,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0110,,HAPPYTOZ BIRU,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB4679,8993027164041,HAPPYTOZ BIRU ROASTED CORN 140GR,Snack,HAPPYTOZ BRAND,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB4678,8993027163723,HAPPYTOZ HIJAU 140GR,Snack,HAPPYTOZ BRAND,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB4680,8993027164102,HAPPYTOZ HOT CHILI 140GR,Snack,HAPPYTOZ BRAND,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB4677,8993027163914,HAPPYTOZ KUNING NACHO CHEESE 140GR,Snack,HAPPYTOZ BRAND,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB0168,8993027111601,HAPPYTOZ MERAH,Snack,HAPPYTOZ BRAND,PRASETYO PAMBUDI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 16.00 PCS,16
LB1410,8993379210854,HARMONY 70gr APPLE FUJI,Kebutuhan,GROSIR,DANANG IMAM SANTOSO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1310,8993379200862,HARMONY 70gr GRAPE SPARKLING,Kebutuhan,GROSIR,DANANG IMAM SANTOSO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1411,,HARMONY 70gr LEMON CITRUS,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1412,8993379200879,HARMONY 70gr MELON HONEYDEW,Kebutuhan,GROSIR,DANANG IMAM SANTOSO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1308,8993379200886,HARMONY 70gr ORANGE SATSUMA,Kebutuhan,GROSIR,DANANG IMAM SANTOSO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1309,8993379200855,HARMONY 70gr STRAWBERRY ALPINE,Kebutuhan,GROSIR,DANANG IMAM SANTOSO,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1121,4902430566988,HEAD & SHOULDERS 10ml CLEAN&BALANCED,Kebutuhan,PT. BORWITA CITRA PRIMA,ADITYA,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 1.00 RENTENG,1
LB1050,4902430566896,HEAD & SHOULDERS 10ml MENTHOL,Kebutuhan,PT. BORWITA CITRA PRIMA,ADITYA,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 1.00 RENTENG,1
LB0550,,HEAD& SHOULDERS 160ML CLEAN & BALANCED,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0551,,HEAD&SHOULDERS 160ML MENTHOL,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0545,,HEAD&SHOULDERS 70ML MENTHOL,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0963,,HEART,Konsinyasi,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 20.00 PCS,20
LB4219,8994504102310,HELLO PANDA CHOCO 42GR,Snack,PT SUKANDA DJAYA,MOHAMMAD AMINUDIN,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 10.00 PCS,10
LB5126,,HEMAVITON JRENG 3.3GR,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 10.00 PCS,10
LB0571,,HERS PROTEX EXTRA SOFT 10 PADS 23CM,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5004,8998866500340,HERS PROTEX NON WINGS EXTRA MAXI 1 PAD,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB5003,8998866500357,HERS PROTEX WINGS EXTRA SOFT 1 PAD,Kebutuhan,PT INTI NIAGA PRANASARI,AGUS PURNOMO,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB5913,,HIT ELEKTRIK EKONOMIS + ISI CLASSIC,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5914,,HIT ELEKTRIK EKTRA POWER + ISI FRESH,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5915,,HIT EXPRESS REFILL APPLE 35ML,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5909,,HIT LILY BLOSSOM 400+40ML,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5908,,HIT LILY BLOSSOM 600+50ML,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5912,,HIT MAT REFILL ISI 18+12 CLASSIC,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB5911,,HIT MAT REFILL ISI 18+12 GREEN TEA,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
LB5902,,HIT ORANGE 600+50ML,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5617,,HOHO SOSIS AYAM 500gr,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1301,8992696428300,HONEY STAR COMBO,Snack,PANCA BAKTI MULIA,M ROISUL ANAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0096,,HONEYMON 330ML,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB5038,,HORIZON DIMSUM KAICAK,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5039,,HORIZON DIMSUM MIX,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB5037,,HORIZON DIMSUM SIOMAY AYAM,Frozen food,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB7966,,HSBM BAWANG PUTIH 250gr,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB7965,,HSBM BAWANG PUTIH PESTA 250gr,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB7968,,HSBM SARI UDANG KECIL 250gr,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB7967,,HSBM TERSANJUNG 250gr,Sembako,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 20.00 PCS,20
LB0966,,HULA HULA KACANG HIJAU,Konsinyasi,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 46.00 PCS,46
LB0169,8992858527308,HYDROCOCO,Minuman,CV MITRA SEJATI DISTRIBUSI,DANANG IMAM SANTOSO,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0170,89686821086,ICHI OCHA JASMINE,Minuman,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2091,,ICHITAN THAI MILK BROWN SUGAR 310ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0710,,ICHITAN THAI MILK TEA 310 ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB2096,,IKAN BABY TUNA,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2206,,IKAN BANJAR,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2185,,IKAN BEKU OBRAL,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2146,,IKAN CAKALANG,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2339,,IKAN KAKAP MERAH,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2338,,IKAN KERAPU,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2092,,IKAN LAYANG,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2223,,IKAN SALEM,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB2101,,IKAN TONGKOL,Frozen food,,,KG,1.00 KG : 1.00 KG,1.00 KG : 1.00 KG,1
LB3344,5803344,ILM TEMPURA 500gr,Frozen food,KRISTA FOOD CEPU,M KHOIRUL UMAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4816,8992726826229,INACO JELLY DRINK 120 ML RASA BLACKCURRANT,Minuman,PT. Semestanustra Distrindo,M KHOIRUL UMAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 50.00 PCS,50
LB4813,8992726826212,INACO JELLY DRINK 120 ML RASA MANGGA,Minuman,PT. Semestanustra Distrindo,M KHOIRUL UMAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 50.00 PCS,50
LB4818,8992726826205,INACO JELLY DRINK 120 ML RASA STROBERY,Minuman,PT. Semestanustra Distrindo,M KHOIRUL UMAM,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 50.00 PCS,50
LB5433,,INACO JELLY DRINK 135 ML RASA MANGGA,Minuman,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 60.00 PCS,60
LB5434,,INACO JELLY DRINK 135ML RASA BLACKCURRANT,Minuman,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 60.00 PCS,60
LB5435,,INACO JELLY DRINK 135ML RASA STROBERY,Minuman,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 60.00 PCS,60
LB7600,,INACO NATA DE COCO COCOPANDAN 900gr,Snack,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB5009,,INACO NATA DE COCO CUTTING DUGAN 1000GR,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 6.00 PCS,6
LB3606,,INACO PACK EKONOMIS,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 18.00 PCS,18
LB3607,,INACO PACK JUMBO,Snack,,,BALL,1.00 BALL : 1.00 BALL,1.00 BALL : 12.00 PCS,12
LB1100,,INACO PUDING BOX,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1107,,INACO TOPLES,Snack,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 6.00 PCS,6
LB1573,89686440089,INDOFOOD BUMBU GULAI 45GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1581,89686440133,INDOFOOD BUMBU KARE 45GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1578,89686386066,INDOFOOD BUMBU RACIK AYAM GORENG 26GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB1574,89686386462,INDOFOOD BUMBU RACIK IKAN GORENG,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB2172,89686440287,INDOFOOD BUMBU RACIK OPOR AYAM 45GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1580,89686386165,INDOFOOD BUMBU RACIK SAYUR LODEH 25GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB1577,89686386318,INDOFOOD BUMBU RACIK SAYUR SOP 20GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB2169,89686440584,INDOFOOD BUMBU RACIK SOTO AYAM 45GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1576,89686386417,INDOFOOD BUMBU RACIK TEMPE GORENG 24GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB1575,89686440386,INDOFOOD BUMBU RAWON 50GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1579,89686440430,INDOFOOD BUMBU RENDANG 50GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB6607,,INDOFOOD FREISH FRAMBOZEN 460ml,Seasonal,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB3264,,INDOFOOD FREISS COCOPANDAN 460ml,Seasonal,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB3263,,INDOFOOD FREISS MELON 460ml,Seasonal,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1962,,INDOFOOD FREISS SQUASH JERUK 460ml,Seasonal,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1966,,INDOFOOD FREISS SQUASH LECI 460ml,Seasonal,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB2158,,INDOFOOD KECAP MANIS 520ML,Sembako,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 12.00 PCS,12
LB1572,,INDOFOOD KECAP MANIS REFILL 225ML,Sembako,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1582,89686386011,INDOFOOD RACIK NASI GORENG 20GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB1583,89686386110,INDOFOOD RACIK SAYUR ASEM 33GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,RENTENG,1.00 RENTENG : 1.00 RENTENG,1.00 RENTENG : 10.00 PCS,10
LB2234,89686400816,INDOFOOD SAMBAL EXTRA PEDAS 135GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1727,89686400854,INDOFOOD SAMBAL EXTRA PEDAS 275GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1640,89686405163,INDOFOOD SAMBAL FRIED CHIKEN 8GR,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,SET,1.00 SET : 1.00 SET,1.00 SET : 1.00 SET,1
LB1585,89686400427,INDOFOOD SAMBAL PEDAS 135ML,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1584,89686400359,INDOFOOD SAMBAL PEDAS 275ML,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0441,89686400045,INDOFOOD SAMBAL PEDAS DAHSYAT 135ml,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0446,89686400038,INDOFOOD SAMBAL PEDAS DAHSYAT 275ml,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB8110,,INDOFOOD SAMBAL PEDAS SACHET 8GR,Sembako,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 14.00 RENTENG,14
LB1571,89686401721,INDOFOOD SAUS TOMAT 135ML,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1570,89686401745,INDOFOOD SAUS TOMAT 275ML,Sembako,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0459,8993007002967,INDOFOOD SUSU KENTAL MANIS TIGA SAPI KALENG 490ml,Minuman,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB0175,8992702005945,INDOMILK BOTOL COKLAT,Minuman,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB1076,,INDOMILK BOTOL MELON,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB0176,8992702005976,INDOMILK BOTOL STRAWBERRY,Minuman,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB3023,,INDOMILK FULL CREAM MILK POWDER 25KG,Sembako,,,DUS,1.00 KARUNG : 1.00 KARUNG,1.00 KARUNG : 25.00 KG,25
LB0177,8993007000239,INDOMILK KOTAK COKLAT,Minuman,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB0178,8993007000253,INDOMILK KOTAK STRAWBERRY,Minuman,PT. INDOMARCO ADI PRIMA,MIFTAKHUR ROZI,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB6160,,INDOMILK KOTAK VANILA 115ml,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 40.00 PCS,40
LB5120,,INSTO TETES MATA REGULER 7.5ML,Kebutuhan,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 12.00 PCS,12
LB3762,,ION WATER 500,Minuman,,,BOX,1.00 BOX : 1.00 BOX,1.00 BOX : 24.00 PCS,24
LB6310,,IPOP WAFER ROLL CHOCOLATE 330G,Seasonal,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB6595,,IPOP WAFER ROLL COOKIES AND CREAM 330G,Seasonal,,,DUS,1.00 DUS : 1.00 DUS,1.00 DUS : 12.00 PCS,12
LB1248,8998838061022,ISI CUTTER,Oprasional,DC PACKAGING,M ROISUL ANAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1372,,ISI STAPLES BESAR,Oprasional,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1235,8997019134616,ISI STAPLES KECIL,Oprasional,DC PACKAGING,M ROISUL ANAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1244,5801244,ISOLASI BESAR,Oprasional,DC PACKAGING,M ROISUL ANAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB4685,,ISOLASI BESAR JL,Kebutuhan,,,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1246,5801246,ISOLASI HIJAU,Oprasional,DC PACKAGING,M ROISUL ANAM,PCS,1.00 PCS : 1.00 PCS,1.00 PCS : 1.00 PCS,1
LB1242,,ISOLASI KECIL,Oprasional,,,PACK,1.00 PACK : 1.00 PACK,1.00 PACK : 1.00 PACK,1
